images,predicted label,real label
20230405_125513-3ca88cd7-6a0b-4c47-b698-5400ae76e9f8-cutout.jpg,aS,LH882
20230406_130821-eccfe935-cb38-4833-ba1e-a335707a1348-cutout.jpg,00393,LH882
20230406_150013-c7b01a29-0649-48e2-8cbb-aad0da5237b9-cutout.jpg,"""SHINO;",UU393
20230406_160556-a229dec9-6305-4aca-86ce-f3d17900f4a8-cutout.jpg,,SHZMANO
20230406_164240-7dafa811-9f50-4af2-bb19-c7e451e9ff60-cutout.jpg,Oas7?2,WF
20230406_164240-cf810144-9b6b-4130-8734-d2ae07fd3429-cutout.jpg,OoasT72,UQ573
20230407_073326-c919d5ba-99b7-4bb3-8ef6-e845c39d174a-cutout.jpg,,UQ573
20230407_075721-2c16d2db-d9fe-4c1d-9c0c-305f4a390563-cutout.jpg,~WH-825 _—,G-52
20230407_075721-4bf9ea57-94c8-4f85-a0d9-c7bfedc5ed38-cutout.jpg,WH-825-_—,WH-829
20230407_075721-8f03bad7-c5d6-4d4a-8d13-8dee29946272-cutout.jpg,128,WH-829
20230407_075721-a08fb78e-6b5d-4c29-a30b-187a8fb3b144-cutout.jpg,AAH-BS2,829
20230414_110654-NN544-496f5904-32f0-41dd-aa5e-048afd33dce0-cutout.jpg,Nneae,MH-85A
20230414_110654-NN544-5f458986-0f1c-4df4-9584-653e410b3723-cutout.jpg,NNoaa,NN544
20230414_110654-NN544-660bb48f-6323-464f-ae40-477e495012a2-cutout.jpg,SNNeAaS,NN544
20230414_111441-XC684-01f59c8e-84dc-4b0f-a38b-b84bf50cded5-cutout.jpg,TT,NN544
20230414_111945-GE412-1fb26ef4-4194-4d12-9c47-7da743dd2bff-cutout.jpg,GEAI=,XC684
20230414_111945-GE412-5ca872c1-644d-4db0-910c-9599775f1815-cutout.jpg,——K—GE4IZ—,GE412
20230414_114211-KR507-0d2ef237-9f3c-4976-a158-e059400554a9-cutout.jpg,wD =aT,GE412
20230414_114211-KR507-5df8d76a-0fe9-42a5-aa7a-d4cfa62b9036-cutout.jpg,¥RSO7,KR507
20230414_121940-LN765-10109cc9-90f7-4767-93f8-51589bc32781-cutout.jpg,tN765,KR507
20230414_124026-13996d30-3727-4e9c-8b13-1af0a12a9165-cutout.jpg,—gpz18,LN765
20230414_124026-1de1a3a7-c6ba-4da2-a36b-95378b9cacfd-cutout.jpg,aopz18,B218
20230414_124026-2f7025f9-7c86-49b5-bccc-050f17f96085-cutout.jpg,15gaz 18,B218
20230414_124026-54bcbb0d-2c0d-49a8-906f-0e255d4e89f1-cutout.jpg,——oz1é,B218
20230414_124026-fed5f3b8-2964-4caa-843d-2baf65b7069b-cutout.jpg,gees,B218
20230414_161327-WN443-d6cb2993-3164-4714-8224-d2fabf0e31c5-cutout.jpg,eeWN442,B218
20230414_161327-WN443-fc49b1c4-0afa-4e5c-bff6-df78a474d078-cutout.jpg,——WN443,WN443
20230414_161340-JP428-6ef224b1-8e35-4eff-b25b-50bca19fda0b-cutout.jpg,ortje 428,WN443
20230414_161340-JP428-7dd7dd01-ff8d-48f0-ae77-613ea4efe106-cutout.jpg,ye,JP 428
20230414_161340-JP428-9045fc2b-6d83-4830-b81c-cf43ac91987a-cutout.jpg,jp azo,JP 428
20230414_161415-VW767-01422e5e-148d-42b4-b341-1133fd28e007-cutout.jpg,,JP 428
20230414_161415-VW767-7c76b988-2f66-42f6-8fb8-ba0f88376963-cutout.jpg,,VW767
20230414_161519-VQ750-60371dd3-dc59-4fc0-b98e-0d5b042d5c68-cutout.jpg,Worst,VW767
20230423_133650-546f151e-bb84-41b0-8a79-841b16c419bf-cutout.jpg,wc 371,Vvq750
20230423_133650-9534c0a3-2dfa-48e3-9f44-80bdaf9021c0-cutout.jpg,mc 371,MC 371
20230423_134404-48733da4-5a93-48c0-9699-2ee3820bdedc-cutout.jpg,OT”,MC 371
20230423_134404-b0ea41bd-a061-4897-bf9d-67c985274440-cutout.jpg,GOTT _,QO717
20230423_134404-b446bf66-fdbd-498b-a0ef-434901641eeb-cutout.jpg,GOTT,QO717
20230423_134430-1d588e4d-52b6-4682-b4d4-695b223da6eb-cutout.jpg,Enea,QO718
20230423_134430-7058a827-6b8d-4efc-80da-04e75753fe6e-cutout.jpg,—___—_—_—_——Krew?,KR007
20230423_134619-6058f87b-b08c-4584-a8f6-a3a5d578263a-cutout.jpg,BR522,KR007
20230423_134619-df9be65e-d26c-4447-99a6-104d9a82650c-cutout.jpg,BRS22,RR522
20230423_134619-e216b2ca-7b21-4a67-b855-39426e757a97-cutout.jpg,RAS22,RR522
20230423_135114-3a44f5a0-b873-40bd-b345-437bbb283e22-cutout.jpg,WAH,RR522
20230423_135114-b0b856cf-2abe-4cfb-9579-a4bfe241fa70-cutout.jpg,WOT,MX811
20230423_135114-b97a7517-9c1b-4898-8eb2-bc484ba8621a-cutout.jpg,Won,MX811
20230423_135114-d5ad2098-9e59-4a56-9240-4262458fa1a4-cutout.jpg,"WW,",MX811
20230423_135832-3456fe54-bb28-4f7a-95e1-a00249efb0b9-cutout.jpg,,MX811
20230423_135832-3de27b9d-1f32-47e0-94b9-b0e60ca67b6f-cutout.jpg,,SW571R
20230423_135832-5353b3c8-d5c2-4f58-b17b-71fb5c47ea24-cutout.jpg,,SW571R
20230423_135939-bf4ed1fb-4121-43a5-bb4d-c161f46f2f89-cutout.jpg,aee 8,SW571R
20230423_135939-f651f7fe-46d8-46c3-8191-265332071969-cutout.jpg,————_—es,X8559
20230423_140648-058b8e3b-631a-4286-bbb0-232cde819d33-cutout.jpg,LEZZ&Jaw,X8560
20230423_140648-0c57e886-8725-49ba-a3fa-41ee1376187c-cutout.jpg,"""LE72e.",LE726
20230423_140648-aa32ceda-0ab9-4daa-8f67-c5ec188eaaba-cutout.jpg,"""LE726.",LE726
20230423_142856-fb394e85-f14b-44fb-9a58-37572e19f80a-cutout.jpg,—————eooRISZT,LE726
20230423_151454-061d222c-d584-4336-ace0-1721aee44876-cutout.jpg,PRET Ra,RJ921
20230423_151454-390abd49-0edb-4fe7-ba96-16684b01a03a-cutout.jpg,WeGsee Gs6e,WG866
20230423_151454-80593db8-d7b7-4527-8eee-c23c73eb423a-cutout.jpg,,WG866
20230423_151454-9d353c8e-a6d0-4c2a-b2f3-112a852375fd-cutout.jpg,,WG866
20230423_151454-ac9d88f0-bb25-45cc-8686-23f59a011d67-cutout.jpg,,WG866
20230423_155817-8c5080b4-27ad-44bc-8ba8-7d2009a3cede-cutout.jpg,MX 611,WG866
20230423_155817-a9a0e778-8f8a-4d65-8aa7-3b18a3fab77d-cutout.jpg,,MX 811
20230423_155817-fc87106d-52e1-4c3a-9db2-9367538cf31c-cutout.jpg,MX 817,MX811
20230423_163029-8f083454-da5e-4e6a-9bfe-6e0004dce135-cutout.jpg,US771_,MX.811
20230423_163029-b0abe0a2-afaa-4f5d-9c71-f0e20d882ed9-cutout.jpg,uS771,US771
20230423_163029-bdcb8f4a-4626-4136-af86-68e19a239132-cutout.jpg,uS771,US771
20230423_163029-dbcc3f38-b18c-43b2-a03e-fa41778c5e6a-cutout.jpg,US771_,US771
20230424_132744-4942d1ac-7145-4da5-8564-5d3678f4459d-cutout.jpg,ware,US771
20230424_132744-52f4c3f4-823b-4ecd-9bc4-e2e3f8e664ea-cutout.jpg,were,WM478
20230424_132744-f2c0e97d-ad11-49b4-a3af-1aee108ff6a1-cutout.jpg,WwMa7TA,WM478
20230424_155118-0a777c71-ddb0-434a-beb4-8b4e5219fb55-cutout.jpg,Oe,WM478
20230424_155118-d421dd77-6cac-4838-8355-4f513f6776f3-cutout.jpg,aes.,VW363
20230424_162054-af7e86a0-472c-4e24-9df9-1436228b8cc2-cutout.jpg,ee Sr aeGF 959,VW363
20230424_162054-b022cc8f-e53f-43cd-8f19-fb9587f69139-cutout.jpg,GF9ss,GF959
20230424_162054-d2f14c04-5ac6-4063-ad26-b675b6b6b645-cutout.jpg,,GF959
20230425_074209-9865e001-dcdc-496f-93d4-97844ac5556a-cutout.jpg,HPS,GF9
20230425_074209-b2f2cbd7-865d-4cb0-b174-9403634eaf55-cutout.jpg,wP3z0,NP320
20230425_075306-4f2d1046-a193-478a-a9a5-2b1372db198d-cutout.jpg,ROG4E,NP320
20230425_075306-7c8b54b3-b357-4249-a7d2-79d97b78cbed-cutout.jpg,RQ648,RQ648
20230425_104917-bea465f4-ca71-4093-9108-173ad8bc2113-cutout.jpg,“MALRBR,RQ648
20230425_104917-feb5b228-4c98-4521-8c55-b0c0dadf10e6-cutout.jpg,“WRT,WL880
20230425_105640-ae4469ff-4c70-4d0f-a39b-5facbaa8b105-cutout.jpg,SIGBS,WL880
20230425_105640-be433a0a-13c6-49e9-a24c-9714722e4b9d-cutout.jpg,Sisee,SI886
20230425_110020-71d34997-7f0f-4ec4-905b-8b861a9492f1-cutout.jpg,,SI886
20230425_110145-535929ea-93c9-4615-8c3f-5cd6a94ed9bb-cutout.jpg,MC 371,TCH8
20230425_110145-87798dc0-938e-4dc2-8090-07fb4b2c2679-cutout.jpg,MC 371,MC 371
20230425_110145-d9b06e83-e05e-4280-8c88-390fec2f73e3-cutout.jpg,ME 371,MC 371
20230425_110408-935c939b-e9b5-4bfe-bf28-5890bf842e8b-cutout.jpg,LESOO,MC 371
20230425_110408-b0a84ba1-0d3c-481e-9172-b32e1acf085c-cutout.jpg,LESDO,LE800
20230425_110713-2f333bdf-c04b-40ba-9a08-b1b304ec6044-cutout.jpg,SLT13,LE800
20230425_110713-40c38724-b2de-42da-98c2-1fc24db6b55d-cutout.jpg,_—SL713,SL713
20230425_110713-7c014f91-3ae8-4d3d-9a09-664f7b5bf1ed-cutout.jpg,_ Sla,SL713
20230425_110713-fbc58904-4307-4cf4-bee4-6de0f298704e-cutout.jpg,it3St Tt3,SL713
20230425_112110-faa757c3-5995-490f-94df-2433b91d21ee-cutout.jpg,0,SL713
20230425_112757-b784d318-92d0-44ca-b92d-307d5a4c5080-cutout.jpg,aMaggs,UJ740
20230425_112757-c535fd5c-703a-4be9-a705-4d350f22299a-cutout.jpg,aWh agg,UN 898
20230425_113503-075e8a96-31c1-419d-90ce-5bdaaa05a11c-cutout.jpg,Wass”,UN898
20230425_113503-2878c6a7-004a-4f04-9fae-7791303a43ba-cutout.jpg,eS”,VN459
20230425_113503-4692452a-1c2a-4dca-84cd-85c1eec822f7-cutout.jpg,a,VN459
20230425_113516-02426f1c-b103-4487-a520-6716c6599c7b-cutout.jpg,06485——,VN459
20230425_113516-6a501d2c-e777-45f8-8afa-581a771356d5-cutout.jpg,06486ee a,6486
20230425_113516-a9989dd7-1141-4428-be56-15dc622f09f3-cutout.jpg,06486ee,6486
20230425_113847-6b1cdc1c-a1e5-482d-a8e0-02d60a627dd4-cutout.jpg,1,6466
20230425_113847-e633769a-a82a-414c-80ba-a9a32367dde3-cutout.jpg,,76
20230425_114115-200fb08a-64fe-4a8c-98e7-392cef8ff777-cutout.jpg,Kutz,GJ 508
20230425_114115-4b0816a5-12a5-4cea-878c-ee547b3864bd-cutout.jpg,yar,KW412
20230425_114525-2548d995-f0b0-479f-85d0-9203ae71a63e-cutout.jpg,,KW412
20230425_114525-8f3094ba-2266-4e3c-bb64-128ffec8137a-cutout.jpg,———NF 204,NF204
20230425_114525-e4e3ef1e-218b-4f2e-81d2-2601d3ca17a1-cutout.jpg,,NF204
20230425_114541-7b5ee697-0c2a-44e7-8199-a139c9f151f6-cutout.jpg,US,NF204
20230425_114541-d2550932-3212-49b7-88d0-c7e55404f0b8-cutout.jpg,———L389,UL580
20230425_114541-ecc8d767-6643-4a80-b3e5-798b9fcfe7db-cutout.jpg,ULSD,UL580
20230425_114858-36baff6a-2d73-4d10-900f-e51163fbd36b-cutout.jpg,LOTEE,UL580
20230425_114858-c8f61cd7-2114-4310-b767-649962ace390-cutout.jpg,SUI6E,JU364
20230425_120057-02425695-11d9-4d85-a67c-2dc39df854b8-cutout.jpg,Wa 50Ryme,JU364
20230425_120745-390c4709-5c8b-44c0-bb89-a726ab7d6010-cutout.jpg,_ hosthet,WO205
20230425_120745-499c5de4-7fc2-451d-b8c3-844ef7b0111f-cutout.jpg,o>Wx,WH536
20230425_120916-4ef968de-5f4f-480d-9ec6-0a76fa52138a-cutout.jpg,Rza35,WH536
20230425_120916-7a864a37-e4f5-461f-abbd-16dc1569cfb8-cutout.jpg,1Wza36,RZ438
20230425_120916-d42ae74c-7d13-4baf-a124-67edd18739ef-cutout.jpg,KK SZ,RZ438
20230425_153831-be270453-debb-40da-9430-6dbcc5246627-cutout.jpg,a30,KK592
20230425_160109-5c656a62-1387-4b59-85cf-a666766297e6-cutout.jpg,WiLpR;,PN
20230425_160256-2ffc33af-d252-474b-bf5d-d1fbeed5514f-cutout.jpg,IBM707N,PN446
20230425_160256-ea1b365c-4fef-4a40-aadf-da582efa17e0-cutout.jpg,IBMTO7N,RB522
20230513_101656-0b230222-70c4-4491-a0bf-297ed89fde11-cutout.jpg,Waa),AR522
20230513_113743-954cd75b-b123-46a7-b921-ddd406e7324f-cutout.jpg,2247,8R522
20230513_114757-0713e86f-2b0e-4e71-bbe9-db24d5fe7c8a-cutout.jpg,510 Spigzy—,VF532
20230513_114757-571fe5e2-e15e-4ec3-9cf7-879169b89f4a-cutout.jpg,510 Spigzy—,VF532
20230513_114826-114848f2-ae1c-4d67-92bb-630898929d8e-cutout.jpg,>?,VM456
20230513_114826-6ca7fef1-1421-47e7-aec2-a2ffed8c0f0d-cutout.jpg,Pe“ESS,VN453
20230513_115257-bce04851-ec1d-4150-b0d7-fbe9dd0e82ed-cutout.jpg,,VN453
20230513_115257-c799778b-ee1f-473b-980f-2fe01965c498-cutout.jpg,,XA379
20230513_122758-02798c06-5918-482c-a2b7-017922fc8a8e-cutout.jpg,WSRSS,XA379
20230513_122758-254ee48f-a4a6-4dcc-b110-b6adfcb91f0f-cutout.jpg,WSRSS,XA379
20230513_122758-3ab9ac22-2951-4452-b8f2-c6a81ac90b70-cutout.jpg,aeS&B,SK649
20230513_122758-3c2bf92d-00ca-47f6-9b0b-ad164f7d5866-cutout.jpg,aB8%,SK649
20230513_122758-73c86e0f-328c-4537-8846-cd6d66f20bcc-cutout.jpg,Ww8%,SKG49
20230513_122758-e9480e5c-c957-45d5-84cc-7c5239956024-cutout.jpg,aB8%,TB357
20230513_122808-056b0873-2439-4676-b5f7-4f07fdfc61d6-cutout.jpg,WSNS,KUZH
20230513_122808-44990edf-81d2-4ea4-b221-1f53442ec15b-cutout.jpg,NSdS,KU73H
20230513_122808-5e57afd5-f764-4f3f-a1bd-545794c9534f-cutout.jpg,SsSS,KU731
20230513_122808-80396321-7e95-4168-8623-0a2a0e315c91-cutout.jpg,WSAS,XR417
20230513_122808-8e0fa1e2-235f-4330-b562-9fb6781ece36-cutout.jpg,WSNS,F459
20230513_122808-b7a1efdb-8f7a-4496-b754-07312ff91e5a-cutout.jpg,WwNSS,WN664
20230513_122808-ca636a59-f0a4-4f04-829e-7c56d285493e-cutout.jpg,WSAS,WNG64
20230513_122808-d60286c3-5140-443b-8181-73a37a16d3a2-cutout.jpg,NSdS,WNGG4
20230513_122808-e9101901-3200-4da1-b909-8290038e6728-cutout.jpg,SsSS,W0305
20230513_122808-eba5f3e3-8849-49b7-bffb-150950402d96-cutout.jpg,WwNSS,EJ79Z
20230513_122817-0347a319-7c05-4666-ad8a-57c062068ea6-cutout.jpg,a8G,EJ79Z
20230513_122817-2e8495b7-31b8-48f0-bd2d-dfc8a06471b2-cutout.jpg,a8G,VB71
20230513_122817-5153e01f-8f50-4cb5-9970-0cec44da5170-cutout.jpg,NSISS,WB71
20230513_122817-565078d5-b6a2-49ed-a1d8-b116d3a68e7b-cutout.jpg,wsQB,KU731
20230513_122817-70fff80a-deec-48bd-a3b4-63c892ba544e-cutout.jpg,WwNS,KU731
20230513_122817-84440236-32c7-4117-9e18-c11097072a3c-cutout.jpg,QSQo,NO677
20230513_122817-92844438-6e6f-4afe-b064-7db2bdf3acb2-cutout.jpg,WwNS,H0677
20230513_122817-976efda5-3cee-490a-b17c-18d18bbf2143-cutout.jpg,NSISS,IG111
20230513_122817-aef4a6f0-5846-465b-ba2e-89abed05f959-cutout.jpg,wsQB,JG
20230513_122817-e3111353-2976-4f52-b37a-09556e7ea357-cutout.jpg,QSQo,JG111
20230513_122825-11038511-cf10-4cfd-8ebd-6c5fdc2d99d8-cutout.jpg,YSSS,WG866
20230513_122825-2fc036c2-fefb-4ff9-a0d8-d3279bcda572-cutout.jpg,WSWG,WG866
20230513_122825-3fcf6098-f940-4cb2-8c9e-5970a8cb58c3-cutout.jpg,WSWG,KZ670
20230513_122825-689fa2d4-204b-40ec-909b-6c1e4240052a-cutout.jpg,QSSY,KZ670
20230513_122825-ad2d9f51-7ea7-4344-89bd-69c9713a8979-cutout.jpg,YSSS,JH482
20230513_122825-b1ff7284-1de4-4267-9eb9-7b4330fad7d7-cutout.jpg,NSSo,JH482
20230513_122825-d5f35538-e17e-4ebc-ada3-3298cda150de-cutout.jpg,NSSo,P
20230513_122825-e59f2d82-a379-4648-8068-13c84b1b129e-cutout.jpg,QSSY,PW776
20230513_122835-270ebc4b-27f9-4193-84cd-66925aa10c81-cutout.jpg,WwSH,FC579
20230513_122835-36ba7790-b683-42e0-9730-04f17ff59b8f-cutout.jpg,WSSy,FC579
20230513_122835-406b0aa3-7590-4b17-af44-161cca7a4ccc-cutout.jpg,WwSH,AFE717
20230513_122835-8cc7ea8e-2bc7-4409-a7cc-5b079468ef01-cutout.jpg,WSSy,AFE717
20230513_123540-3a03a2d8-8ee1-4d83-9aec-c9d991a70ccc-cutout.jpg,Ti53!,AFE717
20230513_123540-3e0fdb25-12bc-4432-9b3c-2a853c2f12c3-cutout.jpg,Ti5o!,AFE717
20230513_145820-1b2eb198-fbae-45a4-846e-4138e42762bb-cutout.jpg,,AFE717
20230513_145820-3f3f42ac-590a-4094-8472-ddab7b7d45a1-cutout.jpg,,Z779
20230513_145820-58747c1c-71ee-49bd-9e4c-8c4bd1514eec-cutout.jpg,,Z779
20230513_145820-7fe59ccb-8156-45c3-b24f-ce01ba6122f5-cutout.jpg,,UR898
20230513_145820-b92d4711-d54b-406c-9f6e-af16ebb0f76c-cutout.jpg,,UR898
20230513_145820-ef4b4b7e-6c42-4cf1-8253-0a1fe5cb0f68-cutout.jpg,,KX608
PTZ_motion_20230325_161738-33174aff-2fe4-4677-801d-3190391e2872-cutout.jpg,,KX608
PTZ_motion_20230325_161738-bd7c2bc4-29ea-421b-9666-468122d523f1-cutout.jpg,ARGAT,UD768
PTZ_motion_20230325_161738-f139c26c-9e09-4b98-b9cc-31f19e074dc0-cutout.jpg,,UD768
PTZ_motion_20230325_161738-f927e634-bfb5-4c9b-970a-a22e79702773-cutout.jpg,,UD768
