Activo - Corriente,Pasivo - Corriente,Activo - Todo,Pasivo - Todo,Patrimonio,Resultado,ROA,ROE,APL,Endeudamiento,Razon Corriente,XOF_t_i,Annual Sales,Equity / Sales,Net Margin,end_node
3388019.8,2154393.0,9431781.7,7504027.3,1927754.4,-1212920.3,-0.12859927621098358,-0.6291881891178669,3.8926262079858307,0.7956107911191371,1.572609918431781,0,5358370.9,0.3597650173861611,-0.22635989979715662,6
97850.41,172517.83,182511.02,172517.83,9993.19,5827.12,0.031927496761565415,0.5831090972952581,17.263539470379325,0.9452461007559981,0.5671901275363829,1,117576.87,0.08499282214265443,0.04956008779617964,17
142538.71,41095.86,173020.07,41095.86,131924.21,114872.6,0.6639264450650147,0.8707469235555779,0.31151113203558317,0.23752076854436596,3.4684445099822705,1,364363.68,0.36206739925340525,0.3152690740196718,0
163324.99,32665.42,209141.33,37665.38,171475.95,53663.15,0.25658797330972316,0.31294855051101916,0.219654009789711,0.18009534509510866,4.999935405698136,0,268450.11,0.6387628226339711,0.19989989946362846,0
162800.55,23421.21,206165.8,25087.81,181077.99,15989.68,0.07755738342634909,0.08830272525114731,0.1385469874058134,0.12168754468490896,6.950988014709743,0,199459.45,0.9078436243557273,0.08016506613248958,4
390350.95,221406.32,643183.8,249012.56,394171.24,39872.33,0.061992124179744576,0.1011548432605078,0.6317370085143705,0.387156144169054,1.7630524277717095,1,2310794.7,0.1705782170956165,0.017254812813963957,4
143325.24,57143.46,181045.24,161704.77,19340.47,6961.27,0.03845044476176231,0.35993282479691546,8.360953482516194,0.8931732753647652,2.50816523885673,0,371178.26,0.05210561092667443,0.01875451972860695,18
133266.96,46617.84,166598.6,136289.39,30309.21,16879.68,0.10131945886700128,0.5569158681470088,4.496632871658483,0.8180704399676828,2.8587116005374766,1,452216.27,0.0670237052727006,0.037326565008375306,0
155040.16,52843.26,191998.56,157002.15,34996.41,7069.68,0.03682152616144621,0.20201157775897582,4.486235873908209,0.8177256641924814,2.9339628175854404,0,348879.37,0.10031091835553362,0.020263966883453156,4
796022.52,792674.15,910022.52,792674.15,117348.37,92253.53,0.10137499674183886,0.786150928214853,6.75487993569915,0.8710489384372598,1.004224144309487,0,2510175.1,0.04674907738507963,0.03675183057946834,17
837.5,1.0,837.5,0.0,837.5,50.0,0.05970149253731343,0.05970149253731343,0.0,0.0,837.5,0,50.0,16.75,1.0,1
587580.32,448478.07,626835.98,480841.72,145994.26,118760.1,0.18945960951379978,0.8134573235961469,3.293565925126097,0.7670933630835932,1.3101651101914524,0,798905.59,0.18274281946130833,0.14865348482540974,18
26440.09,6435.22,26706.16,6435.22,20270.94,2066.63,0.0773840192674649,0.10195037822617009,0.31746036444289216,0.24096388249003228,4.108653628003394,0,113307.46,0.17890207758606536,0.018239134475346988,1
22411.61,3549.67,22677.68,3549.67,19128.01,93.73,0.004133138839599112,0.004900143820501976,0.18557445338014777,0.1565270345114668,6.313716486321264,1,82861.75,0.23084245746680462,0.001131161241465453,1
97554.79,26868.93,380513.59,71131.16,309382.43,37573.44,0.09874401594960117,0.12144658634945754,0.22991337937322429,0.18693461119220472,3.6307657208530446,1,278461.42,1.1110423483439824,0.13493230049606156,4
68897.34,39199.72,107750.6,39199.72,68550.88,16415.57,0.15234782915361955,0.23946548899153444,0.5718339429048904,0.3638004799973272,1.757597758351335,0,477588.16,0.14353555163511594,0.034371811059972675,4
1976903.3,1355176.8,3172820.8,1843225.6,1329595.1,106691.75,0.03362678093890459,0.08024379000795054,1.386305951338118,0.5809422328547519,1.4587788840540954,0,2665807.1,0.49875893120698794,0.040022306940363385,6
1710145.0,1029756.9,2492832.2,1184929.2,1307903.0,65636.73,0.02633018379656681,0.05018470788735862,0.9059763606322487,0.47533452111217106,1.6607269152554356,1,1758460.8,0.7437771714899758,0.03732624008451027,6
37034.08,115654.09,361142.56,295546.3,65596.26,64796.26,0.17942017135836885,0.9878041827384673,4.505535833902726,0.8183646369455874,0.3202141835191475,0,1274868.34,0.05145336027404994,0.05082584449465582,17
278880.14,174849.4,317869.41,174849.4,143020.01,123220.01,0.3876434980012704,0.8615578337604646,1.222552005135505,0.5500667711309497,1.5949733885274986,0,2429779.7,0.058861307467504155,0.05071242055401154,18
284945.63,16795.9,425144.8,197158.94,227985.86,84965.85,0.19985155645794095,0.3726803495620299,0.8647858248752797,0.46374538745387456,16.965189718919497,0,4424030.4,0.05153352020365863,0.01920553032366143,0
13218.64,27285.03,29018.64,27285.03,1733.61,933.61,0.03217276895126719,0.5385351953438201,15.73885129873501,0.9402587440348686,0.48446492453920703,0,170203.67,0.010185503050551142,0.005485251875003635,0
1726201.4,566106.91,3230243.5,987855.4,2242388.1,195002.66,0.060367789610907045,0.08696204729234872,0.44053721119907835,0.3058145307002398,3.049249831626326,0,7292534.5,0.3074909141670842,0.026740039419765514,6
3092841.6,2132352.3,4674136.9,2378406.3,2295730.5,124096.71,0.02654965240748511,0.0540554346426987,1.036012850811539,0.5088439536291716,1.4504364968209054,1,9087392.2,0.2526280861961697,0.013655921002287104,6
6201.82,3311.12,6201.82,3311.12,2890.7,49.84,0.008036350619656811,0.01724149859895527,1.1454388210468054,0.5338948889197043,1.8730278576433352,0,2641.1,1.0945060770133657,0.018870924993373974,1
5014.08,1884.15,5014.08,1884.15,3129.93,89.23,0.01779588678281958,0.028508624793525738,0.6019783190039395,0.37577182653647334,2.661189395748746,1,2200.2,1.4225661303517863,0.040555404054176895,1
158385.27,115313.9,228731.59,141151.08,87580.51,19203.31,0.08395565299922063,0.21926465146183782,1.611672277313754,0.6171035666739343,1.3735141210209696,1,333651.2,0.2624912183741584,0.057555045508603,4
966800.06,566221.0,1232453.3,787851.71,444601.64,17942.83,0.014558628712341475,0.04035709359956477,1.7720395948157095,0.6392548180121713,1.7074606204997695,0,1678508.9,0.2648789291495565,0.010689743736241137,5
20436648.0,14196180.0,29887773.0,23630296.0,7257477.0,56019.0,0.0018743116123104923,0.007718798144313788,3.2559932329100043,0.7906342168752419,1.4395878327831853,1,4835218.0,1.5009616939711923,0.011585620338110919,7
6112.34,20637.17,27826.71,20637.17,7189.54,-13736.0,-0.4936264473953263,-1.9105533872820792,2.8704437279714696,0.7416316912779124,0.2961811139802599,1,134023.99,0.053643679762108265,-0.10248911407577106,2
23488.61,23222.04,47534.86,23222.04,24312.82,17123.28,0.36022573749033865,0.7042901646127434,0.9551356033565831,0.4885265255856439,1.0114791809849608,1,96045.45,0.25313869631513,0.17828309409763815,0
8425.2,15748.03,32471.45,15748.03,16723.42,-7589.4,-0.23372531870304528,-0.4538186567101706,0.941675207583138,0.484980806215922,0.5350002508250239,0,46511.21,0.35955676061749414,-0.16317356611449155,2
562528.83,443778.59,781893.45,453178.15,328715.3,68938.52,0.0881686884574874,0.20972105648870012,1.3786341858745244,0.5795906718492143,1.2675889343827964,0,1502846.23,0.21872849892300691,0.04587197187832052,2
421315.0,222184.0,626474.0,276409.0,350066.0,33491.0,0.05345952106551908,0.09567053069992516,0.7895911056772151,0.44121384127673297,1.8962436539084722,0,2038865.0,0.1716965076157568,0.016426296002923196,5
359852.88,402517.51,1869130.03,804306.88,1064823.15,162573.41,0.08697811676590526,0.15267644209275505,0.7553431572181729,0.4303108221957142,0.8940055303432638,1,2191360.12,0.48591883199918773,0.07418835841550316,3
228593.11,134114.76,2010026.23,535904.13,1474122.1,69556.21,0.034604628020202505,0.04718483631715446,0.3635412086963488,0.26661549088341996,1.7044590021262385,1,988844.1,1.490752789039243,0.07034092634015818,4
175427.09,131146.49,1956860.21,449255.17,1507605.04,50502.16,0.025807750467776135,0.03349826954677732,0.29799261615628453,0.22957959270887315,1.3376422807808277,1,765626.98,1.9691116945748177,0.0659618343125787,4
2902885.0,2993330.0,3425918.0,3103979.0,321939.0,58537.0,0.017086515205559503,0.18182637083422637,9.64151283317647,0.906028398811647,0.9697844875105651,0,7094211.0,0.04538052223143631,0.00825137566390399,7
2630907.0,2956167.0,3335776.0,3055290.0,300486.0,18265.0,0.005475487562714043,0.06078486185712479,10.167828118448114,0.9159158168893835,0.889972386539732,1,6679103.0,0.04498897531599677,0.002734648649676461,7
7413346.28,6546390.59,10369737.4,7610903.45,2758833.93,233423.21,0.022510040611057325,0.08460937335216838,2.758739251115416,0.7339533448551937,1.1324326249833498,0,18616744.4,0.14819099788467852,0.01253834746745516,7
7805727.6,7149184.7,11802003.8,8098998.6,3703005.2,331920.27,0.028124060593845937,0.08963537777370661,2.187142108253048,0.6862392808244986,1.0918346535374865,0,17410866.3,0.21268356991518567,0.01906397213560821,7
842630.46,435803.14,952031.87,645479.79,306552.08,93219.75,0.09791662751794224,0.30409106994152507,2.1056121687381797,0.6780022920871336,1.9335116768548293,0,1674703.09,0.18304861430690977,0.05566344897590175,18
909568.71,591181.31,1080658.7,959091.52,121567.18,37260.91,0.03447981309917739,0.3065046832541481,7.889395147604806,0.88750640697197,1.538561342543119,0,1686707.18,0.0720736719695472,0.022090917997989436,18
631536.56,330815.79,767555.3,630015.69,137539.61,34039.61,0.044348088013984134,0.2474895050233166,4.580612741304123,0.8208082075649792,1.9090278610945388,1,1516850.3,0.09067447855599196,0.022440981816069787,5
34982.47,22817.43,34982.47,22817.43,12165.04,399.27,0.01141343078404698,0.03282110046493887,1.875655978114334,0.6522532571313575,1.5331468092594127,1,225333.8,0.053986752098442406,0.0017719046143987276,4
43694.52,8032.22,43694.52,8032.22,35662.3,3430.56,0.07851236264867997,0.09619570246450733,0.22523000479497957,0.1838267132812078,5.439905779473171,0,47031.48,0.7582644645671367,0.07294178282290925,1
4649137.0,1968082.0,19032151.0,6136242.0,12895910.0,3670.0,0.0001928315932339965,0.0002845863533476893,0.4758285378852675,0.3224145289725791,2.3622679339580364,0,3853110.0,3.3468834266345886,0.0009524773494657562,6
508989.14,826956.53,2354586.2,1768506.0,586080.14,240389.57,0.10209418962873391,0.4101650159993478,3.017515659206606,0.7510899367370792,0.615496850844143,0,6077164.1,0.09643974234626972,0.03955620846243069,17
2037137.48,2565102.3,7657664.25,5936052.01,1721612.24,304485.36,0.03976217160474227,0.17686059202274257,3.447961086754355,0.7751778892630348,0.7941739711511702,0,6732468.43,0.2557178333474933,0.0452264073966107,6
1513485.0,3147669.7,18277247.4,15033796.8,3243450.6,69123.53,0.0037819442111398024,0.021311725851474353,4.635124333325749,0.8225416262626069,0.48082713379996633,1,1358893.1,2.386832783241007,0.05086752592974384,3
5215071.5,4387148.2,7261580.6,6355998.4,905582.21,56226.49,0.0077430098345255575,0.06208877491089407,7.018687348109456,0.8752913105447043,1.1887155988940605,0,5064890.5,0.17879600950899135,0.011101225189369839,7
4027230.0,3734167.0,4602097.0,3764527.0,837570.0,15077.0,0.003276115214433768,0.018000883508244088,4.494581945389639,0.8180025323238515,1.078481492659541,0,3929711.0,0.21313781089754438,0.003836668905168853,7
7191087.0,5803041.0,7694714.0,6801192.0,893522.0,35529.0,0.0046173256082032415,0.03976287097575661,7.611667088219428,0.8838784651385354,1.2391928645687666,0,8552582.0,0.10447394716589681,0.004154184081485567,7
3188431.8,999896.25,3676029.3,2350702.3,1325326.9,788.58,0.00021451950886245658,0.000595007918423749,1.7736773470756535,0.6394677811735614,3.18876263412329,0,965867.72,1.3721619146770947,0.0008164472045923639,6
1444497.2,1925621.3,2015815.2,1958662.3,57152.84,69656.25,0.03455487884008415,1.2187714556267022,34.27060317562522,0.9716477482658133,0.750146043772989,0,2560843.3,0.022317976269770196,0.027200512424950016,17
1136731.73,1500799.14,2054087.68,1978233.16,75854.52,142902.3,0.0695697176860532,1.8838996015003453,26.07930496429217,0.9630714303295953,0.757417631515967,0,2670946.55,0.028399864460035715,0.05350249333892511,17
381070.21,856762.54,1231234.14,1092694.74,138539.4,57962.26,0.047076553611484495,0.4183810526103044,7.8872489703290185,0.8874792409508724,0.4447792617076839,0,1106563.67,0.1251978568933137,0.05238041115157884,17
289031.45,670715.61,581392.95,917966.83,-336573.88,-475113.28,-0.8171982133598285,1.4116166114851219,-2.7273858268502593,1.578909462180441,0.4309299585259392,0,661635.69,-0.5086997045156376,-0.7180889531518472,17
9549.2,109200.82,446861.99,308050.02,138811.97,236.23,0.000528641963931638,0.0017017984832287877,2.2191891664674164,0.6893627717139246,0.0874462297993733,1,529541.29,0.26213625381318234,0.0004461030791385502,2
3853092.0,5768574.0,20826994.0,17142875.0,3684119.0,-2378593.0,-0.11420721588530731,-0.6456341393966916,4.653181669756053,0.8231084620276935,0.667945318895103,1,5220061.0,0.7057616759650893,-0.45566383228088714,7
1824740.6,2830924.9,7190214.6,5406946.2,1783268.3,8760.55,0.001218398961277178,0.004912637094485445,3.032043018989347,0.7519867626760404,0.6445740047713735,0,5592025.4,0.31889488556328804,0.0015666148440598997,6
3126781.3,4097758.0,8783194.2,7018478.6,1764715.5,27135.47,0.003089476263658158,0.015376682530413544,3.977116198050054,0.7990804302152399,0.76304684171198,0,12028046.0,0.1467167235642431,0.00225601648014981,7
83916.21,33888.27,356697.38,33888.27,322809.11,70753.18,0.19835632097998587,0.21917962600250035,0.10497928636524538,0.09500565997989667,2.4762612550006247,0,430163.53,0.7504334688717101,0.16447972704706043,4
247420.63,25997.21,325663.95,25997.21,299666.74,25766.99,0.07912140720518805,0.0859854850758546,0.08675373850297834,0.07982833224248492,9.517199345622089,1,119865.26,2.500029950295857,0.21496628798035397,4
65894.21,1.0,287954.3,0.0,287954.3,-11712.44,-0.04067464872030041,-0.04067464872030041,0.0,0.0,65894.21,0,194139.52,1.483233810406042,-0.060330014208338424,1
110285.12,55747.43,178342.76,95794.18,82548.58,22481.54,0.12605804687557823,0.2723431463024561,1.1604582416802323,0.5371352333001911,1.978299627444709,0,265457.9,0.31096674839965205,0.0846896626546055,18
78686.19,13713.03,88265.58,13713.03,74552.55,27215.93,0.3083413715742875,0.36505699670903274,0.18393777275223985,0.15536101388559392,5.738060078625949,1,977256.71,0.07628758056826236,0.027849315048448224,0
18692621.0,13347439.0,43091328.0,20639335.0,22451992.0,117833.85,0.002734514239152713,0.005248258150100891,0.9192652037289164,0.4789672529934561,1.4004649880774882,0,13250923.0,1.6943719316760049,0.008892501299720782,7
22280483.7,15716692.2,46859832.3,24362953.4,22496878.9,123084.92,0.0026266615555088106,0.005471199829412782,1.0829481506432432,0.519911237497109,1.4176318665832242,1,27029930.9,0.8322950947684442,0.004553652780518207,7
129696.35,16245.44,159527.01,16245.44,143281.57,6254.43,0.03920608804740965,0.043651322357788236,0.11338122551281368,0.10183504348260523,7.983554154273445,1,167964.25,0.8530480146816957,0.03723667387554197,4
187635.92,8741.42,203630.58,54459.82,149170.76,8882.63,0.04362129695844308,0.05954672349996741,0.3650837469756137,0.2674442119646273,21.46515325885268,1,134981.42,1.1051206899438455,0.06580631615817939,4
418219.04,249142.42,478539.47,357908.35,120631.12,30772.35,0.06430472704790684,0.25509462234952307,2.966965323707514,0.747918139333418,1.678634413200289,0,564010.56,0.21388095995933123,0.05455988270857907,5
410055.11,284768.4,497288.56,341606.28,155682.28,41086.54,0.0826211244433212,0.26391275872886755,2.19425280770554,0.6869377409365701,1.4399600166310587,0,761492.9,0.20444350827171204,0.053955250272195575,18
438082.92,338837.49,654182.88,498500.6,155682.28,1978.85,0.003024918658831304,0.012710823608184567,3.202038151034273,0.7620202473045458,1.2928997909882993,1,770624.85,0.20202084062043937,0.0025678512703035724,5
931174.0,480790.0,996652.0,728012.0,268840.0,6222.0,0.006242901233329186,0.023143877399196548,2.7079750037196844,0.7304575719508916,1.9367582520435118,0,342029.0,0.7860152209315584,0.018191439907142375,5
15863543.0,14265452.0,17765879.0,17495715.0,270164.0,70993.0,0.003996030818401949,0.26277742408314947,64.75960897825024,0.9847930969247286,1.1120252621508242,1,16140216.0,0.016738561615284454,0.004398516104121531,7
938854.8,339924.77,1257033.6,657472.19,599561.47,67908.02,0.054022438222812816,0.11326281523727669,1.0965884615634156,0.5230346985156163,2.7619487688408233,0,1890190.4,0.31719633641140066,0.03592655004490553,5
838285.38,1391742.0,2237983.4,2099877.4,138106.03,-311683.2,-0.1392696657178065,-2.2568399077143844,15.204820528111625,0.9382899801669664,0.6023281470272508,1,1747578.7,0.07902707328717155,-0.17835145278435816,3
1980539.8,1777489.8,1997248.3,1921069.8,76178.54,4320.06,0.0021630059717662547,0.05670967177895508,25.217991838646423,0.9618582727045005,1.1142341295010525,0,2579919.4,0.0295274883393644,0.0016744941721822785,6
9585494.0,9525214.7,9738240.6,9671119.2,67121.44,139346.81,0.01430923877563674,2.076040233940154,144.0839052320689,0.9931074407835024,1.006328392786779,1,14725056.0,0.004558314752758835,0.009463244825690307,17
479939.06,324467.69,481331.72,402225.21,79106.51,46265.83,0.09612046760599946,0.5848549000581621,5.084603150865839,0.8356507441479237,1.4791582483913883,0,1389591.4,0.056927892616491435,0.033294556946739884,18
488780.02,379584.14,488780.02,379584.14,109195.88,40119.16,0.08208019632226375,0.3674054369084255,3.4761763905378116,0.7765950416713023,1.2876723985359346,1,1106279.1,0.09870554365530362,0.036264953391960494,17
1794941.11,1926659.7,3857417.76,3694898.6,162519.16,151103.57,0.03917220778285627,0.9297584973980915,22.735156888578555,0.9578684057284996,0.9316337026201359,1,6112875.33,0.02658636913506299,0.024718902618287162,17
383366.22,152415.45,414614.55,152415.45,262199.1,28226.24,0.06807826691079703,0.10765193320648318,0.5812966177229443,0.36760757672397176,2.51527138488913,1,1804233.33,0.14532438551060353,0.015644451042260706,4
414532.98,200319.62,486831.07,200319.62,286511.45,24312.35,0.04994001307270712,0.08485646908701204,0.6991679390125595,0.4114766545200165,2.069357859205204,0,1563125.22,0.18329398459836763,0.015553680337906646,5
21416.3,13193.13,41486.03,13193.13,28292.9,14044.83,0.33854360130386063,0.4964082861778043,0.4663053274849873,0.31801379886193015,1.623291819302925,0,115461.32,0.24504223578944012,0.1216409963094134,0
8543.37,4309.88,21832.55,4309.88,17522.67,10202.07,0.46728714694344,0.5822212025907011,0.24596023322929672,0.19740616648078216,1.9822756086016318,0,156732.15,0.11180009972427482,0.06509238851122759,0
800.0,1.0,800.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,800.0,1,1.0,800.0,0.0,1
866235.15,871754.33,995772.65,911248.45,84524.2,13507.22,0.013564562151812464,0.15980299133265977,10.780917772661557,0.915116969721954,0.9936688814611337,0,1910269.6,0.04424726227125218,0.007070844869226835,2
369209.59,426169.5,488297.36,454360.17,33937.19,-50587.01,-0.10359877841649605,-1.4906069123577999,13.388267266677056,0.9304989279483304,0.866344470920608,1,682711.95,0.0497093832911523,-0.07409715034283493,2
427572.98,42717.8,467350.68,307567.75,159782.93,38411.06,0.08218894642455639,0.24039526625278432,1.9249099387525315,0.658109131241662,10.009246262682066,1,1389694.9,0.1149769852361119,0.027639922978777574,5
46636452.0,36489563.0,53301517.0,43820216.0,9841302.0,576938.0,0.010824044651487124,0.0586241535926852,4.4526848175170315,0.8221194905203167,1.2780764735384746,0,40772505.0,0.24137104158795247,0.014150173014878531,7
39252007.0,33804053.0,50688801.0,39744003.0,10944798.0,454479.0,0.008966063332214152,0.04152465856382183,3.63131443814678,0.784078577830239,1.1611627457808091,0,36238050.0,0.3020250261810445,0.012541486089897221,7
38463235.0,32466017.0,49581968.0,38691558.0,10890403.0,206761.0,0.004170084575908725,0.01898561513288351,3.552812324759699,0.7803554308292079,1.184722936601678,1,28196593.0,0.3862311662972899,0.007332836275645075,7
3687888.0,2568798.0,3732524.0,2999273.0,733251.0,29293.0,0.007848040628807744,0.03994948523766077,4.090376965050167,0.8035508947832619,1.4356473338892353,0,2764759.0,0.2652133513264628,0.010595136863647067,6
5742187.0,4449997.0,5778837.0,5010536.0,768301.0,34915.0,0.006041873131220002,0.04544442868094666,6.52157943306074,0.8670492003840912,1.290379971042677,1,5092563.0,0.15086725485772096,0.006856076203671903,7
55284.84,47579.77,55284.84,47579.77,7705.07,9530.82,0.17239481926690933,1.2369543690063816,6.175124950195131,0.8606296047885822,1.1619400430056723,0,156478.9,0.04924031291119761,0.06090802018674722,17
18019.52,3485.56,18019.52,3485.56,14533.96,8033.43,0.4458182015947151,0.5527351114218011,0.23982176915307324,0.19343245547051197,5.1697632518160646,0,109636.41,0.1325650849019956,0.07327337697394506,0
1762349.64,1379455.3,1788355.71,1403732.26,384623.45,29468.49,0.01647798021121872,0.07661646735267962,3.6496273433146107,0.7849290005062808,1.2775692260561107,0,2976889.72,0.12920312345329338,0.009899086889923487,6
100025.0,74625.0,100025.0,74625.0,25400.0,0.0,0.0,0.0,2.937992125984252,0.7460634841289677,1.3403685092127302,1,1.0,25400.0,0.0,4
9189.79,33.05,9189.79,33.05,9156.74,150.24,0.016348578150316817,0.016407586105972215,0.0036093631576303354,0.0035963825071084316,278.05718608169445,1,4000.0,2.289185,0.03756,1
163592.37,926.51,163592.37,154435.63,9156.74,0.0,0.0,0.0,16.865787387214226,0.9440270961292389,176.56838026572836,0,1.0,9156.74,0.0,1
249937.29,1730.15,249937.29,240780.55,9156.74,0.0,0.0,0.0,26.29544466698847,0.9633638501881812,144.45989654076237,0,1.0,9156.74,0.0,1
1336670.13,5824.93,1341659.68,1054075.65,287584.03,31755.79,0.0236690350566397,0.11042264759972936,3.665278805641606,0.7856505384435493,229.47402458055288,0,1040778.32,0.2763163148901872,0.030511579065174994,1
1395866.44,221256.92,1400225.54,1094280.92,305944.62,27693.21,0.01977767810177209,0.09051706808898943,3.5767287556813385,0.7815033283852256,6.308803539342407,0,606262.33,0.5046406561331297,0.04567859263167481,5
1204079.7,217557.99,1208439.7,869846.99,338592.73,51218.37,0.04238388560058065,0.15126836893396975,2.56900669426659,0.71981000789696,5.534523002349856,1,700823.98,0.48313519466043386,0.0730830728708798,5
44652.75,45265.64,44652.75,45265.64,-612.89,-3508.98,-0.07858373784369384,5.7253014407153,-73.85605899916787,1.013725694386124,0.9864601494643619,0,24057.54,-0.0254760046122754,-0.14585780591032999,0
1247945.08,179454.03,1254431.48,1200383.31,54048.17,-171002.47,-0.13631870112188194,-3.1638901002568636,22.209508851085985,0.9569142110496144,6.954121230935856,1,680100.14,0.07947089968250852,-0.251437192763995,5
1526350.32,1615607.16,2622075.85,1736886.69,885189.16,11394.42,0.0043455722304905865,0.012872299520703574,1.962164437259941,0.6624090184118815,0.9447533768047922,0,4225842.32,0.20947046599694236,0.0026963665790539952,6
877097.46,948341.5,1773335.0,1539742.6,233592.41,-233561.37,-0.1317074156885191,-0.9998671189701754,6.591578039714562,0.8682750862076258,0.9248751214620471,1,2539724.2,0.09197550269434768,-0.09196328089483101,3
1120331.72,1301328.84,1985806.61,1878863.89,106942.72,-14975.24,-0.007541137150308911,-0.1400304761277813,17.568880705484204,0.9461464578365966,0.8609136181136199,1,628923.72,0.17004084374492984,-0.02381090031077219,3
1622127.0,1779011.0,1975600.0,1779011.0,196589.0,71391.0,0.03613636363636363,0.363148497627029,9.049392387163065,0.9004914962543025,0.9118139235788874,1,2135522.0,0.0920566493812754,0.033430233919388326,17
