customer_id,new order,subscription information,new subscription,create customer,pause subscription,cancel subscription,pause subscription (failed payment),change subscription,reactivate subscription,event,nextBox,nextBoxDeliveryTime,currentBoxPrice,currentBox,currentBoxDeliveryTime,currentBoxStatus,last_event,time_since_last_event
339,11,1,1,0,0,0,0,0,0,3,32,14,41.0,31,14,0,3,0.0
341,10,0,1,0,0,0,0,0,0,3,32,8,42.9,31,8,1,3,0.0
347,41,4,2,0,0,0,0,0,0,3,16,11,12.5,15,11,0,3,0.0
347,41,4,2,0,0,0,0,0,0,3,31,11,26.75,30,11,0,4,0.0
348,10,0,1,0,0,0,0,0,0,3,32,19,41.0,31,19,0,3,0.0
358,9,1,0,0,1,0,0,0,1,4,31,14,26.75,30,14,1,3,4.0
358,0,1,0,0,1,0,0,0,1,4,31,14,26.75,30,14,1,3,4.0
358,9,1,0,0,1,0,0,0,1,6,31,14,26.75,30,14,0,3,1.0
358,0,1,0,0,1,0,0,0,1,6,31,14,26.75,30,14,0,3,1.0
368,9,2,0,0,2,0,0,0,1,4,32,9,41.0,31,9,1,3,4.0
368,9,2,0,0,2,0,0,0,1,6,32,9,42.9,31,9,1,3,6.0
368,9,2,0,0,2,0,0,0,1,4,32,10,42.9,31,9,1,7,0.0
370,16,1,0,0,0,1,0,0,0,0,31,12,26.75,30,12,2,3,6.0
382,10,2,1,0,0,0,0,0,0,3,32,15,41.0,31,15,0,3,0.0
383,10,1,1,0,0,0,0,0,0,3,17,9,44.4,16,9,0,3,0.0
387,10,0,1,0,0,0,0,0,0,3,35,9,25.9,34,9,0,3,0.0
391,39,4,0,0,4,0,0,0,0,4,16,11,12.5,15,11,1,3,3.0
391,39,4,0,0,4,0,0,0,0,4,31,11,26.75,30,11,0,5,0.0
391,39,4,0,0,4,0,0,0,0,4,16,11,12.5,15,11,1,5,0.0
391,39,4,0,0,4,0,0,0,0,4,31,11,26.75,30,11,1,5,0.0
392,11,1,2,0,0,0,0,0,0,3,32,11,42.9,31,10,0,3,0.0
392,11,1,2,0,0,0,0,0,0,3,32,11,42.9,31,10,0,3,0.0
396,10,1,1,0,0,0,0,0,0,3,32,11,41.0,31,11,0,3,0.0
396,0,1,1,0,0,0,0,0,0,3,32,11,41.0,31,11,0,3,0.0
397,3,0,0,0,0,1,0,0,0,0,32,12,41.0,31,12,2,3,3.0
404,12,1,1,0,0,0,0,0,0,3,32,10,42.9,31,10,0,4,0.0
409,11,0,0,0,0,4,0,0,0,0,16,12,12.5,15,12,2,3,6.0
409,11,0,0,0,0,4,0,0,0,0,32,12,41.0,31,12,0,0,0.0
409,11,0,0,0,0,4,0,0,0,0,16,12,12.5,15,12,2,0,0.0
409,11,0,0,0,0,4,0,0,0,0,32,12,41.0,31,12,2,0,0.0
410,9,2,0,0,0,0,1,0,0,5,23,16,41.9,22,16,1,3,2.0
413,2,0,0,0,0,1,0,0,0,0,32,9,41.0,31,9,2,3,3.0
413,2,0,0,0,0,0,0,0,0,0,32,9,41.0,31,9,2,3,3.0
417,26,0,2,0,0,0,0,0,0,3,32,10,42.9,31,10,0,3,0.0
417,0,0,2,0,0,0,0,0,0,3,32,10,42.9,31,10,0,3,0.0
417,26,0,2,0,0,0,0,0,0,3,35,16,27.2,34,16,1,4,0.0
417,0,0,2,0,0,0,0,0,0,3,35,16,27.2,34,16,1,4,0.0
425,10,2,1,0,0,0,0,0,0,3,31,11,26.75,30,11,0,3,0.0
425,0,2,1,0,0,0,0,0,0,3,31,11,26.75,30,11,0,3,0.0
436,10,1,1,0,0,0,0,0,0,3,16,12,27.2,34,12,0,3,0.0
449,39,2,0,0,2,0,0,0,0,4,16,14,12.5,15,14,1,3,0.0
449,39,2,0,0,2,0,0,0,0,4,35,14,25.9,34,14,0,5,0.0
453,3,0,0,0,0,1,0,0,0,0,32,11,41.0,31,11,2,3,2.0
453,3,0,0,0,0,0,0,0,0,0,32,11,41.0,31,11,2,3,2.0
458,10,0,1,0,0,0,0,0,0,3,32,9,41.0,31,9,0,3,0.0
469,9,0,0,0,1,0,0,0,0,4,33,16,62.5,32,16,0,3,3.0
482,34,2,0,0,0,2,0,0,0,0,16,14,12.5,15,14,2,3,0.0
482,34,2,0,0,0,0,0,0,0,0,16,14,12.5,15,14,2,3,0.0
482,34,2,0,0,0,2,0,0,0,0,17,16,44.4,16,14,0,0,0.0
482,34,2,0,0,0,0,0,0,0,0,17,16,44.4,16,14,0,0,0.0
490,10,2,1,0,0,0,0,0,0,3,35,13,25.9,34,13,0,3,0.0
490,0,2,1,0,0,0,0,0,0,3,35,13,25.9,34,13,0,3,0.0
496,10,1,1,0,0,0,0,0,0,3,32,14,42.9,31,14,1,3,0.0
512,73,0,5,0,0,3,0,0,3,3,24,16,54.85,23,16,1,3,0.0
512,73,0,5,0,0,3,0,0,3,3,21,16,59.5,20,16,0,4,0.0
512,73,0,5,0,0,3,0,0,3,3,24,16,54.85,23,16,1,3,0.0
512,73,0,5,0,0,3,0,0,3,3,21,16,59.5,20,16,0,4,0.0
512,73,0,5,0,0,3,0,0,3,3,21,16,59.5,20,16,0,4,0.0
512,73,0,5,0,0,3,0,0,3,6,24,16,54.85,23,16,1,3,0.0
512,73,0,5,0,0,3,0,0,3,6,21,16,59.5,20,16,0,7,0.0
512,73,0,5,0,0,3,0,0,3,6,21,16,59.5,20,16,1,7,0.0
512,73,0,5,0,0,3,0,0,3,0,24,16,54.85,23,16,2,7,0.0
512,73,0,5,0,0,3,0,0,3,0,21,16,59.5,20,16,0,0,0.0
512,73,0,5,0,0,3,0,0,3,0,21,16,59.5,20,16,1,0,0.0
540,11,0,2,0,0,0,0,0,0,3,32,16,41.0,31,16,0,3,0.0
540,11,0,2,0,0,0,0,0,0,3,32,16,41.0,31,16,0,3,0.0
544,11,1,1,0,0,0,0,0,0,3,32,16,41.0,31,16,0,3,0.0
546,10,2,1,0,0,0,0,0,0,3,32,16,41.0,31,16,0,3,0.0
554,10,2,1,0,0,0,0,0,0,3,32,11,41.0,31,11,0,3,0.0
565,3,0,0,0,0,1,0,0,0,0,17,16,44.4,16,16,2,3,0.0
565,3,0,0,0,0,0,0,0,0,0,17,16,44.4,16,16,2,3,0.0
572,2,0,0,0,0,1,0,0,0,0,31,12,26.75,30,12,2,3,1.0
578,39,2,0,0,4,0,0,0,0,4,16,14,12.5,15,14,1,3,3.0
578,0,2,0,0,4,0,0,0,0,4,16,14,12.5,15,14,1,3,3.0
578,39,2,0,0,4,0,0,0,0,4,17,14,44.4,16,14,0,5,0.0
578,0,2,0,0,4,0,0,0,0,4,17,14,44.4,16,14,0,5,0.0
578,39,2,0,0,4,0,0,0,0,4,16,14,12.5,15,14,1,3,0.0
578,0,2,0,0,4,0,0,0,0,4,16,14,12.5,15,14,1,3,0.0
578,39,2,0,0,4,0,0,0,0,4,17,14,44.4,16,14,1,5,0.0
578,0,2,0,0,4,0,0,0,0,4,17,14,44.4,16,14,1,5,0.0
586,0,0,1,0,0,0,0,0,0,3,3,1,35.2,3,1,0,3,0.0
587,1,2,0,0,1,0,0,0,1,6,40,10,29.7,39,9,1,7,0.0
587,1,2,0,0,1,0,0,0,1,4,40,10,29.7,39,9,1,5,0.0
591,5,0,0,0,0,1,0,0,0,0,32,16,41.0,31,16,2,3,4.0
607,27,3,4,0,2,0,0,0,0,3,22,16,71.7,21,16,0,3,0.0
607,0,3,4,0,2,0,0,0,0,3,22,16,71.7,21,16,0,3,0.0
607,27,3,4,0,2,0,0,0,0,3,36,16,71.7,21,16,0,4,0.0
607,0,3,4,0,2,0,0,0,0,3,36,16,71.7,21,16,0,4,0.0
607,27,3,4,0,2,0,0,0,0,3,22,16,71.7,21,16,1,3,0.0
607,0,3,4,0,2,0,0,0,0,3,22,16,71.7,21,16,1,3,0.0
607,27,3,4,0,2,0,0,0,0,3,22,16,71.7,21,16,0,4,0.0
607,0,3,4,0,2,0,0,0,0,3,22,16,71.7,21,16,0,4,0.0
607,27,3,4,0,2,0,0,0,0,4,22,16,71.7,21,16,0,4,0.0
607,0,3,4,0,2,0,0,0,0,4,22,16,71.7,21,16,0,4,0.0
607,27,3,4,0,2,0,0,0,0,4,22,16,71.7,21,16,0,5,0.0
607,0,3,4,0,2,0,0,0,0,4,22,16,71.7,21,16,0,5,0.0
616,1,0,0,0,0,1,0,0,0,0,32,16,41.0,31,16,2,3,4.0
616,1,0,0,0,0,0,0,0,0,0,32,16,41.0,31,16,2,3,4.0
623,9,2,0,0,1,0,0,0,0,4,17,15,44.4,16,15,1,3,3.0
628,10,1,1,0,0,0,0,0,0,3,18,12,52.9,23,12,0,3,0.0
628,0,1,1,0,0,0,0,0,0,3,18,12,52.9,23,12,0,3,0.0
629,10,2,1,0,0,0,0,0,0,3,35,13,25.9,34,13,0,3,0.0
632,21,1,1,0,0,1,0,0,0,3,16,14,12.5,15,14,0,3,0.0
632,21,1,1,0,0,1,0,0,0,0,16,14,12.5,15,14,2,3,1.0
637,9,1,0,0,1,0,0,0,0,4,32,14,41.0,31,14,1,3,4.0
637,0,1,0,0,1,0,0,0,0,4,32,14,41.0,31,14,1,3,4.0
637,0,1,0,0,0,0,0,0,0,4,32,14,41.0,31,14,1,3,4.0
645,9,2,0,0,1,0,0,0,0,4,35,13,25.9,34,13,1,3,6.0
648,10,2,1,0,0,0,0,0,0,3,18,12,56.65,17,12,0,3,0.0
651,36,2,2,0,2,0,0,0,0,3,23,16,43.2,22,16,0,4,0.0
651,36,2,2,0,2,0,0,0,0,3,23,16,43.2,22,16,1,4,0.0
651,36,2,2,0,2,0,0,0,0,4,23,16,43.2,22,16,0,5,0.0
651,36,2,2,0,2,0,0,0,0,4,23,16,43.2,22,16,0,5,0.0
662,10,2,1,0,0,0,0,0,0,3,35,12,25.9,34,12,0,3,0.0
663,43,3,4,0,0,0,0,0,0,3,16,11,12.5,15,11,1,3,0.0
663,43,3,4,0,0,0,0,0,0,3,33,11,62.5,32,11,0,4,0.0
663,43,3,4,0,0,0,0,0,0,3,16,11,12.5,15,11,1,3,0.0
663,43,3,4,0,0,0,0,0,0,3,33,11,62.5,32,11,1,4,0.0
668,9,1,0,0,0,0,0,0,1,6,25,16,59.9,24,16,0,3,5.0
668,0,1,0,0,0,0,0,0,1,6,25,16,59.9,24,16,0,3,5.0
673,9,2,0,0,2,0,0,0,1,4,35,11,25.9,34,11,1,3,3.0
673,9,2,0,0,2,0,0,0,1,6,35,11,27.2,34,11,1,3,5.0
673,9,2,0,0,2,0,0,0,1,4,35,11,27.2,34,11,1,7,0.0
676,39,0,0,0,0,0,0,0,4,6,16,19,12.5,15,19,0,3,4.0
676,0,0,0,0,0,0,0,0,4,6,16,19,12.5,15,19,0,3,4.0
676,39,0,0,0,0,0,0,0,4,6,18,19,56.65,17,19,1,7,0.0
676,0,0,0,0,0,0,0,0,4,6,18,19,56.65,17,19,1,7,0.0
676,39,0,0,0,0,0,0,0,4,6,16,19,12.5,15,19,0,7,0.0
676,0,0,0,0,0,0,0,0,4,6,16,19,12.5,15,19,0,7,0.0
676,39,0,0,0,0,0,0,0,4,6,18,19,56.65,17,19,0,7,0.0
676,0,0,0,0,0,0,0,0,4,6,18,19,56.65,17,19,0,7,0.0
698,10,1,1,0,1,0,0,0,0,4,18,16,56.65,17,16,1,3,1.0
698,10,1,1,0,1,0,0,0,0,3,18,16,56.65,17,16,1,3,0.0
700,11,2,2,0,0,0,0,0,0,3,17,16,44.4,16,16,0,3,0.0
700,11,2,2,0,0,0,0,0,0,3,17,16,44.4,16,16,0,4,0.0
710,9,2,0,0,1,0,0,0,0,4,32,16,41.0,31,16,1,3,4.0
722,10,1,1,0,0,0,0,0,0,3,17,9,44.4,16,9,0,3,0.0
722,0,1,1,0,0,0,0,0,0,3,17,9,44.4,16,9,0,3,0.0
741,9,2,0,0,3,0,0,0,2,4,31,9,26.75,30,9,1,3,5.0
741,0,2,0,0,3,0,0,0,2,4,31,9,26.75,30,9,1,3,5.0
741,0,2,0,0,0,0,0,0,2,4,31,9,26.75,30,9,1,3,5.0
741,0,2,0,0,0,0,0,0,0,4,31,9,26.75,30,9,1,3,5.0
741,9,2,0,0,3,0,0,0,2,6,31,9,27.7,30,9,1,3,6.0
741,0,2,0,0,3,0,0,0,2,6,31,9,27.7,30,9,1,3,6.0
741,0,2,0,0,0,0,0,0,2,6,31,9,27.7,30,9,1,3,6.0
741,0,2,0,0,0,0,0,0,0,6,31,9,27.7,30,9,1,3,6.0
741,9,2,0,0,3,0,0,0,2,4,31,10,27.7,30,9,1,7,0.0
741,0,2,0,0,3,0,0,0,2,4,31,10,27.7,30,9,1,7,0.0
741,0,2,0,0,0,0,0,0,2,4,31,10,27.7,30,9,1,7,0.0
741,0,2,0,0,0,0,0,0,0,4,31,10,27.7,30,9,1,7,0.0
741,9,2,0,0,3,0,0,0,2,6,31,10,27.7,30,9,1,5,0.0
741,0,2,0,0,3,0,0,0,2,6,31,10,27.7,30,9,1,5,0.0
741,0,2,0,0,0,0,0,0,2,6,31,10,27.7,30,9,1,5,0.0
741,0,2,0,0,0,0,0,0,0,6,31,10,27.7,30,9,1,5,0.0
741,9,2,0,0,3,0,0,0,2,4,31,10,27.7,30,9,1,7,0.0
741,0,2,0,0,3,0,0,0,2,4,31,10,27.7,30,9,1,7,0.0
741,0,2,0,0,0,0,0,0,2,4,31,10,27.7,30,9,1,7,0.0
741,0,2,0,0,0,0,0,0,0,4,31,10,27.7,30,9,1,7,0.0
746,6,0,0,0,0,1,0,0,0,0,33,16,59.65,32,16,2,3,3.0
751,10,0,1,0,0,0,0,0,0,3,32,12,41.0,31,12,0,3,0.0
752,9,2,0,0,1,0,0,0,1,4,33,16,59.65,32,16,1,3,1.0
752,9,2,0,0,1,0,0,0,1,6,33,16,59.65,32,16,0,5,5.0
753,9,2,0,0,1,0,0,0,0,4,32,11,41.0,31,11,1,3,2.0
755,7,0,0,0,0,1,0,0,0,0,35,9,25.9,34,9,2,3,1.0
764,9,2,0,0,1,0,0,0,0,4,31,16,27.7,30,16,0,8,0.0
764,0,2,0,0,1,0,0,0,0,4,31,16,27.7,30,16,0,8,0.0
764,0,2,0,0,0,0,0,0,0,4,31,16,27.7,30,16,0,8,0.0
769,12,1,2,0,0,0,0,0,0,3,34,16,75.9,33,16,1,3,0.0
769,12,1,2,0,0,0,0,0,0,3,34,16,75.9,33,16,1,3,0.0
774,12,1,1,0,0,0,0,0,0,3,21,7,59.5,20,7,0,4,0.0
798,10,2,1,0,0,0,0,0,0,3,35,9,25.9,34,9,0,3,0.0
804,14,2,1,0,1,0,0,0,0,4,32,16,41.0,31,16,1,3,5.0
804,14,2,1,0,1,0,0,0,0,3,32,16,41.0,31,16,1,3,0.0
812,7,0,0,0,0,1,0,0,0,0,17,16,44.4,16,16,2,3,5.0
812,7,0,0,0,0,0,0,0,0,0,17,16,44.4,16,16,2,3,5.0
855,12,2,3,0,0,0,0,0,0,3,32,16,41.0,31,16,0,3,0.0
855,12,2,3,0,0,0,0,0,0,3,32,16,41.0,31,16,0,3,0.0
855,12,2,3,0,0,0,0,0,0,3,32,16,41.0,31,16,0,3,0.0
864,10,2,1,0,0,0,0,0,0,3,31,9,26.75,30,9,0,4,0.0
875,4,0,0,0,0,1,0,0,0,0,32,16,41.0,31,16,2,3,5.0
884,9,2,0,0,1,0,0,0,0,4,37,16,25.3,36,16,0,3,0.0
888,41,4,2,0,0,0,0,0,0,3,16,12,12.5,15,12,1,3,0.0
888,41,4,2,0,0,0,0,0,0,3,32,16,41.0,31,16,1,4,0.0
894,10,1,1,0,0,0,0,0,0,3,31,16,26.75,30,16,0,3,0.0
